full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal
pantai tu sangat tenang. ai yg insomnia kronik ni tersengguk-sengguk yach duduk dekat situ. haha lepas tu boleh la healing-healing menenangkan hati ~ chuolss yg rasa sesak dgn bandar yg crowded &amp; bising gilerr tu boleh la datang sini. tenang jerr... sangatlah tenang ,pantai tu sangat tenang ai yg insomnia kronik ni tersengguksengguk yach duduk dekat situ haha lepas tu boleh la healinghealing menenangkan hati  chuolss yg rasa sesak dgn bandar yg crowded amp bising gilerr tu boleh la datang sini tenang jerr sangatlah tenang ,pantai tu sangat tenang ai yg insomnia kronik ni tersengguksengguk yach duduk dekat situ haha lepas tu boleh la healinghealing menenangkan hati  chuolss yg rasa sesak dgn bandar yg crowded amp bising gilerr tu boleh la datang sini tenang jerr sangatlah tenang ,"['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'menenangkan', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangatlah', 'tenang']","['pantai', 'tu', 'sangat', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'dekat', 'situ', 'haha', 'lepas', 'tu', 'boleh', 'la', 'healinghealing', 'tenang', 'hati', 'chuolss', 'yg', 'rasa', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'boleh', 'la', 'datang', 'sini', 'tenang', 'jerr', 'sangat', 'tenang']","['pantai', 'tu', 'tenang', 'ai', 'yg', 'insomnia', 'kronik', 'ni', 'tersengguksengguk', 'yach', 'duduk', 'situ', 'haha', 'lepas', 'tu', 'la', 'healinghealing', 'tenang', 'hati', 'chuolss', 'yg', 'sesak', 'dgn', 'bandar', 'yg', 'crowded', 'amp', 'bising', 'gilerr', 'tu', 'la', 'tenang', 'jerr', 'tenang']"
kat pantai kemasin ni air lautnya tenang. boleh mandi-manda dekat situ. lepas tu banyak tempat boleh duduk. tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat. ada buaian kayu yang cantik lagi ~ kalau korang insomnia datang lerr sini ,kat pantai kemasin ni air lautnya tenang boleh mandimanda dekat situ lepas tu banyak tempat boleh duduk tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat ada buaian kayu yang cantik lagi  kalau korang insomnia datang lerr sini ,kat pantai kemasin ni air lautnya tenang boleh mandimanda dekat situ lepas tu banyak tempat boleh duduk tak ada masalah tak bawak tikar pun sebab ada bangku khas kat setiap tempat ada buaian kayu yang cantik lagi  kalau korang insomnia datang lerr sini ,"['kat', 'pantai', 'kemasin', 'ni', 'air', 'lautnya', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'ada', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'ada', 'bangku', 'khas', 'kat', 'setiap', 'tempat', 'ada', 'buaian', 'kayu', 'yang', 'cantik', 'lagi', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']","['kat', 'pantai', 'masin', 'ni', 'air', 'laut', 'tenang', 'boleh', 'mandimanda', 'dekat', 'situ', 'lepas', 'tu', 'banyak', 'tempat', 'boleh', 'duduk', 'tak', 'ada', 'masalah', 'tak', 'bawak', 'tikar', 'pun', 'sebab', 'ada', 'bangku', 'khas', 'kat', 'tiap', 'tempat', 'ada', 'buai', 'kayu', 'yang', 'cantik', 'lagi', 'kalau', 'korang', 'insomnia', 'datang', 'lerr', 'sini']","['kat', 'pantai', 'masin', 'ni', 'air', 'laut', 'tenang', 'mandimanda', 'situ', 'lepas', 'tu', 'duduk', 'bawak', 'tikar', 'bangku', 'khas', 'kat', 'buai', 'kayu', 'cantik', 'korang', 'insomnia', 'lerr']"
welcomeback insomnia dan sakit kepala. mari kita stock parcet dan asmef bwawrta obat flunya. insidal jngn lupa,welcomeback insomnia dan sakit kepala mari kita stock parcet dan asmef bwawrta obat flunya insidal jngn lupa,welcomeback insomnia dan sakit kepala mari kita stock parcet dan asmef bwawrta obat flunya insidal jngn lupa,"['welcomeback', 'insomnia', 'dan', 'sakit', 'kepala', 'mari', 'kita', 'stock', 'parcet', 'dan', 'asmef', 'bwawrta', 'obat', 'flunya', 'insidal', 'jngn', 'lupa']","['welcomeback', 'insomnia', 'dan', 'sakit', 'kepala', 'mari', 'kita', 'stock', 'parcet', 'dan', 'asmef', 'bwawrta', 'obat', 'flu', 'insidal', 'jngn', 'lupa']","['welcomeback', 'insomnia', 'sakit', 'kepala', 'mari', 'stock', 'parcet', 'asmef', 'bwawrta', 'obat', 'flu', 'insidal', 'jngn', 'lupa']"
@ahmadgbllk Deg maaf Mimo dd MELENG (juara satu meleng) yang frame netral dan bagus tuh menurut dd yang seri Lunar Eclipse sama Insomnia sama Constellations di seri Galaxy juga cakep dan gak lebay, Deg maaf Mimo dd MELENG juara satu meleng yang frame netral dan bagus tuh menurut dd yang seri Lunar Eclipse sama Insomnia sama Constellations di seri Galaxy juga cakep dan gak lebay, deg maaf mimo dd meleng juara satu meleng yang frame netral dan bagus tuh menurut dd yang seri lunar eclipse sama insomnia sama constellations di seri galaxy juga cakep dan gak lebay,"['deg', 'maaf', 'mimo', 'dd', 'meleng', 'juara', 'satu', 'meleng', 'yang', 'frame', 'netral', 'dan', 'bagus', 'tuh', 'menurut', 'dd', 'yang', 'seri', 'lunar', 'eclipse', 'sama', 'insomnia', 'sama', 'constellations', 'di', 'seri', 'galaxy', 'juga', 'cakep', 'dan', 'gak', 'lebay']","['deg', 'maaf', 'mimo', 'dd', 'meleng', 'juara', 'satu', 'meleng', 'yang', 'frame', 'netral', 'dan', 'bagus', 'tuh', 'turut', 'dd', 'yang', 'seri', 'lunar', 'eclipse', 'sama', 'insomnia', 'sama', 'constellations', 'di', 'seri', 'galaxy', 'juga', 'cakep', 'dan', 'gak', 'lebay']","['deg', 'maaf', 'mimo', 'dd', 'meleng', 'juara', 'meleng', 'frame', 'netral', 'bagus', 'tuh', 'dd', 'seri', 'lunar', 'eclipse', 'insomnia', 'constellations', 'seri', 'galaxy', 'cakep', 'gak', 'lebay']"
wkwk ga ada insomnia zero pun diledek njir,wkwk ga ada insomnia zero pun diledek njir,wkwk ga ada insomnia zero pun diledek njir,"['wkwk', 'ga', 'ada', 'insomnia', 'zero', 'pun', 'diledek', 'njir']","['wkwk', 'ga', 'ada', 'insomnia', 'zero', 'pun', 'ledek', 'njir']","['wkwk', 'ga', 'insomnia', 'zero', 'ledek', 'njir']"
@Eversoir TIBA-TIBA NYANYI INSOMNIA., TIBATIBA NYANYI INSOMNIA, tibatiba nyanyi insomnia,"['tibatiba', 'nyanyi', 'insomnia']","['tibatiba', 'nyanyi', 'insomnia']","['tibatiba', 'nyanyi', 'insomnia']"
wkwkwkwkwk insomnia zero blm ada lagi di stage pun jadi ,wkwkwkwkwk insomnia zero blm ada lagi di stage pun jadi ,wkwkwkwkwk insomnia zero blm ada lagi di stage pun jadi ,"['wkwkwkwkwk', 'insomnia', 'zero', 'blm', 'ada', 'lagi', 'di', 'stage', 'pun', 'jadi']","['wkwkwkwkwk', 'insomnia', 'zero', 'blm', 'ada', 'lagi', 'di', 'stage', 'pun', 'jadi']","['wkwkwkwkwk', 'insomnia', 'zero', 'blm', 'stage']"
@nisanntika22 Di Indonesia Surya insomnia dan artis lainnya doyan golf bahkan businessman ya mainnya golf . Karena golf itu ga cuma olahraga didalamnya ada diskusi bisnis, Di Indonesia Surya insomnia dan artis lainnya doyan golf bahkan businessman ya mainnya golf  Karena golf itu ga cuma olahraga didalamnya ada diskusi bisnis, di indonesia surya insomnia dan artis lainnya doyan golf bahkan businessman ya mainnya golf  karena golf itu ga cuma olahraga didalamnya ada diskusi bisnis,"['di', 'indonesia', 'surya', 'insomnia', 'dan', 'artis', 'lainnya', 'doyan', 'golf', 'bahkan', 'businessman', 'ya', 'mainnya', 'golf', 'karena', 'golf', 'itu', 'ga', 'cuma', 'olahraga', 'didalamnya', 'ada', 'diskusi', 'bisnis']","['di', 'indonesia', 'surya', 'insomnia', 'dan', 'artis', 'lain', 'doyan', 'golf', 'bahkan', 'businessman', 'ya', 'main', 'golf', 'karena', 'golf', 'itu', 'ga', 'cuma', 'olahraga', 'dalam', 'ada', 'diskusi', 'bisnis']","['indonesia', 'surya', 'insomnia', 'artis', 'doyan', 'golf', 'businessman', 'ya', 'main', 'golf', 'golf', 'ga', 'olahraga', 'diskusi', 'bisnis']"
Kykny gwh beneran insomnia..... helpp cara tidurr gimanaaa,Kykny gwh beneran insomnia helpp cara tidurr gimanaaa,kykny gwh beneran insomnia helpp cara tidurr gimanaaa,"['kykny', 'gwh', 'beneran', 'insomnia', 'helpp', 'cara', 'tidurr', 'gimanaaa']","['kykny', 'gwh', 'beneran', 'insomnia', 'helpp', 'cara', 'tidurr', 'gimanaaa']","['kykny', 'gwh', 'beneran', 'insomnia', 'helpp', 'tidurr', 'gimanaaa']"
@me_aryafly udah insomnia wkwkwkw, udah insomnia wkwkwkw, udah insomnia wkwkwkw,"['udah', 'insomnia', 'wkwkwkw']","['udah', 'insomnia', 'wkwkwkw']","['udah', 'insomnia', 'wkwkwkw']"
@ach4otic lama² bisa insomnia tuh, lama² bisa insomnia tuh, lama² bisa insomnia tuh,"['lama²', 'bisa', 'insomnia', 'tuh']","['lama', 'bisa', 'insomnia', 'tuh']","['insomnia', 'tuh']"
Semoga https://t.co/yvi1y16IZ9,Semoga ,semoga ,['semoga'],['moga'],['moga']
apakah nnt ada surya insomnia,apakah nnt ada surya insomnia,apakah nnt ada surya insomnia,"['apakah', 'nnt', 'ada', 'surya', 'insomnia']","['apakah', 'nnt', 'ada', 'surya', 'insomnia']","['nnt', 'surya', 'insomnia']"
siang : aku notice lechen kalo sama kita engga banyak bicara tapi kalo sama yuan jadi cerewet Le : maap semalam kurang tidur ada insomnia sore *wang jiaojiao in action* Le: yuan cantik banget dan satu dunia harus tau!! kalo sama yuan kyk nongkrong yee #HeartSignalS8 https://t.co/E2tUR5n32I,siang  aku notice lechen kalo sama kita engga banyak bicara tapi kalo sama yuan jadi cerewet Le  maap semalam kurang tidur ada insomnia sore wang jiaojiao in action Le yuan cantik banget dan satu dunia harus tau kalo sama yuan kyk nongkrong yee  ,siang  aku notice lechen kalo sama kita engga banyak bicara tapi kalo sama yuan jadi cerewet le  maap semalam kurang tidur ada insomnia sore wang jiaojiao in action le yuan cantik banget dan satu dunia harus tau kalo sama yuan kyk nongkrong yee  ,"['siang', 'aku', 'notice', 'lechen', 'kalo', 'sama', 'kita', 'engga', 'banyak', 'bicara', 'tapi', 'kalo', 'sama', 'yuan', 'jadi', 'cerewet', 'le', 'maap', 'semalam', 'kurang', 'tidur', 'ada', 'insomnia', 'sore', 'wang', 'jiaojiao', 'in', 'action', 'le', 'yuan', 'cantik', 'banget', 'dan', 'satu', 'dunia', 'harus', 'tau', 'kalo', 'sama', 'yuan', 'kyk', 'nongkrong', 'yee']","['siang', 'aku', 'notice', 'lechen', 'kalo', 'sama', 'kita', 'engga', 'banyak', 'bicara', 'tapi', 'kalo', 'sama', 'yuan', 'jadi', 'cerewet', 'le', 'maap', 'malam', 'kurang', 'tidur', 'ada', 'insomnia', 'sore', 'wang', 'jiaojiao', 'in', 'action', 'le', 'yuan', 'cantik', 'banget', 'dan', 'satu', 'dunia', 'harus', 'tau', 'kalo', 'sama', 'yuan', 'kyk', 'nongkrong', 'yee']","['siang', 'notice', 'lechen', 'kalo', 'engga', 'bicara', 'kalo', 'yuan', 'cerewet', 'le', 'maap', 'malam', 'tidur', 'insomnia', 'sore', 'wang', 'jiaojiao', 'in', 'action', 'le', 'yuan', 'cantik', 'banget', 'dunia', 'tau', 'kalo', 'yuan', 'kyk', 'nongkrong', 'yee']"
@ASMR_video_ Lumayan nih buat obat insomnia, Lumayan nih buat obat insomnia, lumayan nih buat obat insomnia,"['lumayan', 'nih', 'buat', 'obat', 'insomnia']","['lumayan', 'nih', 'buat', 'obat', 'insomnia']","['lumayan', 'nih', 'obat', 'insomnia']"
@ZakwanHasni @Bebelleyy ohh ye la! nnti kita gi clinic sesama la! kita tiga ni mcm teruk dh ni insomnia kita!,  ohh ye la nnti kita gi clinic sesama la kita tiga ni mcm teruk dh ni insomnia kita,  ohh ye la nnti kita gi clinic sesama la kita tiga ni mcm teruk dh ni insomnia kita,"['ohh', 'ye', 'la', 'nnti', 'kita', 'gi', 'clinic', 'sesama', 'la', 'kita', 'tiga', 'ni', 'mcm', 'teruk', 'dh', 'ni', 'insomnia', 'kita']","['ohh', 'ye', 'la', 'nnti', 'kita', 'gi', 'clinic', 'sama', 'la', 'kita', 'tiga', 'ni', 'mcm', 'teruk', 'dh', 'ni', 'insomnia', 'kita']","['ohh', 'ye', 'la', 'nnti', 'gi', 'clinic', 'la', 'ni', 'mcm', 'teruk', 'dh', 'ni', 'insomnia']"
@haszmoza @Bebelleyy Saya tak boleh tidurrr . Insomnia ,  Saya tak boleh tidurrr  Insomnia ,  saya tak boleh tidurrr  insomnia ,"['saya', 'tak', 'boleh', 'tidurrr', 'insomnia']","['saya', 'tak', 'boleh', 'tidurrr', 'insomnia']","['tidurrr', 'insomnia']"
@garagarabola_ TMJ gimana tidur nya semalam? Nyenyak marah2 atau insomnia? , TMJ gimana tidur nya semalam Nyenyak marah atau insomnia , tmj gimana tidur nya semalam nyenyak marah atau insomnia ,"['tmj', 'gimana', 'tidur', 'nya', 'semalam', 'nyenyak', 'marah', 'atau', 'insomnia']","['tmj', 'gimana', 'tidur', 'nya', 'malam', 'nyenyak', 'marah', 'atau', 'insomnia']","['tmj', 'gimana', 'tidur', 'nya', 'malam', 'nyenyak', 'marah', 'insomnia']"
Ahla mesa al insomnia ely mbtshtghlsh gher lw waraya gam3a 8 el sobh dy,Ahla mesa al insomnia ely mbtshtghlsh gher lw waraya gama  el sobh dy,ahla mesa al insomnia ely mbtshtghlsh gher lw waraya gama  el sobh dy,"['ahla', 'mesa', 'al', 'insomnia', 'ely', 'mbtshtghlsh', 'gher', 'lw', 'waraya', 'gama', 'el', 'sobh', 'dy']","['ahla', 'mesa', 'al', 'insomnia', 'ely', 'mbtshtghlsh', 'gher', 'lw', 'waraya', 'gama', 'el', 'sobh', 'dy']","['ahla', 'mesa', 'al', 'insomnia', 'ely', 'mbtshtghlsh', 'gher', 'lw', 'waraya', 'gama', 'el', 'sobh', 'dy']"
Apa dia insomnia?,Apa dia insomnia,apa dia insomnia,"['apa', 'dia', 'insomnia']","['apa', 'dia', 'insomnia']",['insomnia']
@DinosorGlazer Maaf by.. aku sekarang udah insomnia jadi lupa, Maaf by aku sekarang udah insomnia jadi lupa, maaf by aku sekarang udah insomnia jadi lupa,"['maaf', 'by', 'aku', 'sekarang', 'udah', 'insomnia', 'jadi', 'lupa']","['maaf', 'by', 'aku', 'sekarang', 'udah', 'insomnia', 'jadi', 'lupa']","['maaf', 'by', 'udah', 'insomnia', 'lupa']"
ini gmn crnya nyembuhin insomnia yaallah tidur selalu diatas jam 6 pagi. dipaksa pun gbs njir,ini gmn crnya nyembuhin insomnia yaallah tidur selalu diatas jam  pagi dipaksa pun gbs njir,ini gmn crnya nyembuhin insomnia yaallah tidur selalu diatas jam  pagi dipaksa pun gbs njir,"['ini', 'gmn', 'crnya', 'nyembuhin', 'insomnia', 'yaallah', 'tidur', 'selalu', 'diatas', 'jam', 'pagi', 'dipaksa', 'pun', 'gbs', 'njir']","['ini', 'gmn', 'crnya', 'nyembuhin', 'insomnia', 'yaallah', 'tidur', 'selalu', 'atas', 'jam', 'pagi', 'paksa', 'pun', 'gbs', 'njir']","['gmn', 'crnya', 'nyembuhin', 'insomnia', 'yaallah', 'tidur', 'jam', 'pagi', 'paksa', 'gbs', 'njir']"
Pagi pagi ngakak gara gara acara kuis yang dibawakan mas Surya insomnia. Masa ilmu yang mempelajari tentang jamur disebut miss you. Harusnya jawabannya mikologi ,Pagi pagi ngakak gara gara acara kuis yang dibawakan mas Surya insomnia Masa ilmu yang mempelajari tentang jamur disebut miss you Harusnya jawabannya mikologi ,pagi pagi ngakak gara gara acara kuis yang dibawakan mas surya insomnia masa ilmu yang mempelajari tentang jamur disebut miss you harusnya jawabannya mikologi ,"['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'yang', 'dibawakan', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'yang', 'mempelajari', 'tentang', 'jamur', 'disebut', 'miss', 'you', 'harusnya', 'jawabannya', 'mikologi']","['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'yang', 'bawa', 'mas', 'surya', 'insomnia', 'masa', 'ilmu', 'yang', 'ajar', 'tentang', 'jamur', 'sebut', 'miss', 'you', 'harus', 'jawab', 'mikologi']","['pagi', 'pagi', 'ngakak', 'gara', 'gara', 'acara', 'kuis', 'bawa', 'mas', 'surya', 'insomnia', 'ilmu', 'ajar', 'jamur', 'miss', 'you', 'mikologi']"
@insomnia_0201 US ko har chij copy karna hota h, US ko har chij copy karna hota h, us ko har chij copy karna hota h,"['us', 'ko', 'har', 'chij', 'copy', 'karna', 'hota', 'h']","['us', 'ko', 'har', 'chij', 'copy', 'karna', 'hota', 'h']","['us', 'ko', 'har', 'chij', 'copy', 'karna', 'hota', 'h']"
@insomnia_0201 tum beta , tum beta , tum beta ,"['tum', 'beta']","['tum', 'beta']","['tum', 'beta']"
@adit_insomnia @kolonigigs_ Nemu aja gambarnya,  Nemu aja gambarnya,  nemu aja gambarnya,"['nemu', 'aja', 'gambarnya']","['nemu', 'aja', 'gambar']","['nemu', 'aja', 'gambar']"
@kolonigigs_ Ternyata Surya Insomnia, Ternyata Surya Insomnia, ternyata surya insomnia,"['ternyata', 'surya', 'insomnia']","['nyata', 'surya', 'insomnia']","['nyata', 'surya', 'insomnia']"
@naravenya Mmm kakinya, Mmm kakinya, mmm kakinya,"['mmm', 'kakinya']","['mmm', 'kaki']","['mmm', 'kaki']"
@adit_insomnia @kolonigigs_ Bisa aja mas mas model yeahright,  Bisa aja mas mas model yeahright,  bisa aja mas mas model yeahright,"['bisa', 'aja', 'mas', 'mas', 'model', 'yeahright']","['bisa', 'aja', 'mas', 'mas', 'model', 'yeahright']","['aja', 'mas', 'mas', 'model', 'yeahright']"
Roi 5CR ah orey pulka,Roi CR ah orey pulka,roi cr ah orey pulka,"['roi', 'cr', 'ah', 'orey', 'pulka']","['roi', 'cr', 'ah', 'orey', 'pulka']","['roi', 'cr', 'ah', 'orey', 'pulka']"
@daripear insomnia akut kak, insomnia akut kak, insomnia akut kak,"['insomnia', 'akut', 'kak']","['insomnia', 'akut', 'kak']","['insomnia', 'akut', 'kak']"
malam Jumat ini adalah malam ke sembilan ratus Laila lepas landas dan mendarat di bulan. aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia. - @sajakindie,malam Jumat ini adalah malam ke sembilan ratus Laila lepas landas dan mendarat di bulan aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia  ,malam jumat ini adalah malam ke sembilan ratus laila lepas landas dan mendarat di bulan aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia  ,"['malam', 'jumat', 'ini', 'adalah', 'malam', 'ke', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'dan', 'mendarat', 'di', 'bulan', 'aku', 'membilangnya', 'agar', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'dan', 'jantungku', 'hilang', 'ada', 'sesuatu', 'yang', 'tercatat', 'untuk', 'menegaskan', 'kangen', 'berat', 'seorang', 'pengidap', 'insomnia']","['malam', 'jumat', 'ini', 'adalah', 'malam', 'ke', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'dan', 'darat', 'di', 'bulan', 'aku', 'bilang', 'agar', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'dan', 'jantung', 'hilang', 'ada', 'sesuatu', 'yang', 'catat', 'untuk', 'tegas', 'kangen', 'berat', 'orang', 'idap', 'insomnia']","['malam', 'jumat', 'malam', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'darat', 'bilang', 'puluh', 'kiamat', 'jantung', 'hilang', 'catat', 'kangen', 'berat', 'orang', 'idap', 'insomnia']"
ntakut banget jadi bahan roasting di insomnia zero banggg ,ntakut banget jadi bahan roasting di insomnia zero banggg ,ntakut banget jadi bahan roasting di insomnia zero banggg ,"['ntakut', 'banget', 'jadi', 'bahan', 'roasting', 'di', 'insomnia', 'zero', 'banggg']","['ntakut', 'banget', 'jadi', 'bahan', 'roasting', 'di', 'insomnia', 'zero', 'banggg']","['ntakut', 'banget', 'bahan', 'roasting', 'insomnia', 'zero', 'banggg']"
@gabutforlife @IndoPopBase OMG!! Merinding banget liatnya. I feel you Tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget. Wajar kalau sampai insomnia berhari-hari. Itu ada yg bilang digadein apa yg digadein?? Rumah bu Ala? Bawa orang asing ngacak-ngacak keluarga tuh,  OMG Merinding banget liatnya I feel you Tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget Wajar kalau sampai insomnia berharihari Itu ada yg bilang digadein apa yg digadein Rumah bu Ala Bawa orang asing ngacakngacak keluarga tuh,  omg merinding banget liatnya i feel you tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget wajar kalau sampai insomnia berharihari itu ada yg bilang digadein apa yg digadein rumah bu ala bawa orang asing ngacakngacak keluarga tuh,"['omg', 'merinding', 'banget', 'liatnya', 'i', 'feel', 'you', 'tasyaaa', 'dikhianati', 'orang', 'yang', 'paling', 'dipercaya', 'itu', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'itu', 'ada', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']","['omg', 'merinding', 'banget', 'liat', 'i', 'feel', 'you', 'tasyaaa', 'khianat', 'orang', 'yang', 'paling', 'percaya', 'itu', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'itu', 'ada', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']","['omg', 'merinding', 'banget', 'liat', 'i', 'feel', 'you', 'tasyaaa', 'khianat', 'orang', 'percaya', 'emang', 'nyakitin', 'banget', 'wajar', 'insomnia', 'berharihari', 'yg', 'bilang', 'digadein', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']"
EITSSSS sespesies sama si mingyu mingyu itu bihh PLSSS KAPAN INSOMNIA ZERO LAGIIII https://t.co/hmXadujoOK,EITSSSS sespesies sama si mingyu mingyu itu bihh PLSSS KAPAN INSOMNIA ZERO LAGIIII ,eitssss sespesies sama si mingyu mingyu itu bihh plsss kapan insomnia zero lagiiii ,"['eitssss', 'sespesies', 'sama', 'si', 'mingyu', 'mingyu', 'itu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']","['eitssss', 'spesies', 'sama', 'si', 'mingyu', 'mingyu', 'itu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']","['eitssss', 'spesies', 'si', 'mingyu', 'mingyu', 'bihh', 'plsss', 'insomnia', 'zero', 'lagiiii']"
Standby di kemang https://t.co/ghiMPoc84K,Standby di kemang ,standby di kemang ,"['standby', 'di', 'kemang']","['standby', 'di', 'kemang']","['standby', 'kemang']"
@_PokokTuru WKWKWKWK bknnya itu insomnia ya, WKWKWKWK bknnya itu insomnia ya, wkwkwkwk bknnya itu insomnia ya,"['wkwkwkwk', 'bknnya', 'itu', 'insomnia', 'ya']","['wkwkwkwk', 'bknnya', 'itu', 'insomnia', 'ya']","['wkwkwkwk', 'bknnya', 'insomnia', 'ya']"
Luhgeknya nyapuin....ganti nama jdi Carmen insomnia aja dah https://t.co/eE01NGuBCh,Luhgeknya nyapuinganti nama jdi Carmen insomnia aja dah ,luhgeknya nyapuinganti nama jdi carmen insomnia aja dah ,"['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']","['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']","['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']"
@insomnia_0201 Lelo yrr mera exam hai yeh bc baarish nhi ruk nhi rahi, Lelo yrr mera exam hai yeh bc baarish nhi ruk nhi rahi, lelo yrr mera exam hai yeh bc baarish nhi ruk nhi rahi,"['lelo', 'yrr', 'mera', 'exam', 'hai', 'yeh', 'bc', 'baarish', 'nhi', 'ruk', 'nhi', 'rahi']","['lelo', 'yrr', 'mera', 'exam', 'hai', 'yeh', 'bc', 'baarish', 'nhi', 'ruk', 'nhi', 'rahi']","['lelo', 'yrr', 'mera', 'exam', 'hai', 'yeh', 'bc', 'baarish', 'nhi', 'ruk', 'nhi', 'rahi']"
Yuk makan https://t.co/PXswvK658i,Yuk makan ,yuk makan ,"['yuk', 'makan']","['yuk', 'makan']","['yuk', 'makan']"
Insomnia bbrp hari ini kl siang ngantuk bgt,Insomnia bbrp hari ini kl siang ngantuk bgt,insomnia bbrp hari ini kl siang ngantuk bgt,"['insomnia', 'bbrp', 'hari', 'ini', 'kl', 'siang', 'ngantuk', 'bgt']","['insomnia', 'bbrp', 'hari', 'ini', 'kl', 'siang', 'ngantuk', 'bgt']","['insomnia', 'bbrp', 'kl', 'siang', 'ngantuk', 'bgt']"
Kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,Kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,"['kalo', 'ngantuk', 'pas', 'pagi', 'gini', 'jadi', 'nyesel', 'kenapa', 'semalam', 'sok', 'sok', 'insomnia']","['kalo', 'ngantuk', 'pas', 'pagi', 'gin', 'jadi', 'nyesel', 'kenapa', 'malam', 'sok', 'sok', 'insomnia']","['kalo', 'ngantuk', 'pas', 'pagi', 'gin', 'nyesel', 'malam', 'sok', 'sok', 'insomnia']"
